country,total_earnings,players,game
China,"$76,536,565.41 ",609,Dota 2
Russian Federation,"$24,967,656.90 ",531,Dota 2
Ukraine,"$16,999,134.45 ",206,Dota 2
Finland,"$16,896,850.35 ",84,Dota 2
United States,"$14,723,036.90 ",208,Dota 2
Sweden,"$12,695,243.89 ",135,Dota 2
Denmark,"$12,354,863.61 ",54,Dota 2
Malaysia,"$11,914,185.87 ",156,Dota 2
Philippines,"$8,770,596.15 ",145,Dota 2
Germany,"$8,007,523.86 ",111,Dota 2
Australia,"$7,985,433.03 ",111,Dota 2
Canada,"$7,412,239.33 ",99,Dota 2
Jordan,"$7,213,321.92 ",22,Dota 2
France,"$5,844,320.30 ",31,Dota 2
Bulgaria,"$5,148,780.59 ",24,Dota 2
Pakistan,"$4,462,267.26 ",34,Dota 2
Lebanon,"$4,311,423.65 ",19,Dota 2
"Korea, Republic of","$3,839,752.54 ",114,Dota 2
Estonia,"$3,624,137.82 ",4,Dota 2
Peru,"$3,528,873.64 ",135,Dota 2
Israel,"$3,248,111.99 ",4,Dota 2
Romania,"$2,734,356.18 ",50,Dota 2
Singapore,"$2,583,023.72 ",53,Dota 2
Poland,"$1,805,250.76 ",54,Dota 2
Brazil,"$1,803,409.39 ",152,Dota 2
Thailand,"$1,399,426.83 ",81,Dota 2
Indonesia,"$1,383,270.15 ",93,Dota 2
Macao,"$1,337,308.37 ",1,Dota 2
North Macedonia,"$1,282,709.92 ",3,Dota 2
Belarus,"$1,258,239.55 ",56,Dota 2
Greece,"$1,024,752.94 ",20,Dota 2
Kyrgyzstan,"$516,169.13 ",32,Dota 2
Netherlands,"$508,741.58 ",24,Dota 2
Bolivia,"$483,548.99 ",8,Dota 2
Czech Republic,"$411,868.18 ",59,Dota 2
"Moldova, Republic of","$410,117.21 ",1,Dota 2
Kazakhstan,"$310,196.00 ",86,Dota 2
Norway,"$303,760.72 ",6,Dota 2
Slovakia,"$159,769.57 ",18,Dota 2
Serbia,"$152,809.03 ",37,Dota 2
Mongolia,"$134,854.04 ",32,Dota 2
United Kingdom,"$119,728.41 ",130,Dota 2
Argentina,"$114,366.94 ",14,Dota 2
Viet Nam,"$105,075.00 ",44,Dota 2
India,"$101,768.71 ",108,Dota 2
Lao People's Democratic Republic,"$98,900.94 ",26,Dota 2
Bosnia and Herzegovina,"$90,652.89 ",5,Dota 2
Mexico,"$82,095.48 ",12,Dota 2
Austria,"$76,668.91 ",21,Dota 2
Croatia,"$59,084.38 ",9,Dota 2
South Africa,"$55,764.43 ",35,Dota 2
Turkey,"$49,239.44 ",28,Dota 2
Myanmar,"$26,156.75 ",15,Dota 2
Georgia,"$21,538.24 ",9,Dota 2
Ecuador,"$20,907.58 ",8,Dota 2
Egypt,"$20,030.66 ",12,Dota 2
Japan,"$20,000.00 ",5,Dota 2
Belgium,"$17,427.08 ",1,Dota 2
Uruguay,"$16,480.67 ",1,Dota 2
Slovenia,"$15,635.25 ",1,Dota 2
Albania,"$11,437.92 ",7,Dota 2
Chile,"$11,150.39 ",11,Dota 2
Cambodia,"$10,822.50 ",14,Dota 2
Uzbekistan,"$9,461.31 ",6,Dota 2
New Zealand,"$5,742.29 ",16,Dota 2
Nepal,"$4,936.40 ",15,Dota 2
Hungary,"$4,486.87 ",16,Dota 2
Venezuela,"$3,650.00 ",2,Dota 2
Switzerland,"$3,463.04 ",15,Dota 2
"Kosovo, Republic of","$3,200.00 ",4,Dota 2
Syrian Arab Republic,"$2,995.20 ",5,Dota 2
Portugal,"$1,997.84 ",1,Dota 2
Italy,"$1,927.90 ",4,Dota 2
United Arab Emirates,"$1,733.65 ",4,Dota 2
Bahrain,"$1,662.44 ",1,Dota 2
Armenia,"$1,661.45 ",6,Dota 2
Lithuania,"$1,614.95 ",6,Dota 2
"Iran, Islamic Republic of","$1,425.62 ",27,Dota 2
Bangladesh,"$1,335.40 ",6,Dota 2
Brunei Darussalam,"$1,000.00 ",5,Dota 2
Colombia,$733.33 ,1,Dota 2
Iraq,$657.70 ,1,Dota 2
Spain,$600.00 ,1,Dota 2
"Taiwan, Republic of China",$516.80 ,2,Dota 2
Ireland,$407.05 ,3,Dota 2
Azerbaijan,$294.60 ,15,Dota 2
Malta,$239.00 ,2,Dota 2
Bermuda,$200.00 ,1,Dota 2
Sri Lanka,$155.95 ,5,Dota 2
Iceland,$131.00 ,1,Dota 2
Montenegro,$100.01 ,1,Dota 2
Cuba,$100.00 ,5,Dota 2
Algeria,$57.88 ,1,Dota 2
Latvia,$55.72 ,1,Dota 2
Saudi Arabia,$45.56 ,2,Dota 2
Denmark,"$18,579,920.73 ",534,Counter-Strike: Global Offensive
United States,"$12,953,260.01 ",2284,Counter-Strike: Global Offensive
Sweden,"$11,657,319.94 ",898,Counter-Strike: Global Offensive
Russian Federation,"$11,296,091.86 ",762,Counter-Strike: Global Offensive
Brazil,"$9,995,827.41 ",691,Counter-Strike: Global Offensive
France,"$8,817,331.10 ",690,Counter-Strike: Global Offensive
Poland,"$6,951,474.56 ",583,Counter-Strike: Global Offensive
Ukraine,"$5,029,004.98 ",264,Counter-Strike: Global Offensive
Canada,"$4,853,408.35 ",549,Counter-Strike: Global Offensive
Germany,"$3,552,913.33 ",668,Counter-Strike: Global Offensive
Finland,"$3,477,154.75 ",414,Counter-Strike: Global Offensive
China,"$3,164,067.86 ",484,Counter-Strike: Global Offensive
Kazakhstan,"$2,758,454.77 ",80,Counter-Strike: Global Offensive
Bulgaria,"$2,390,066.30 ",132,Counter-Strike: Global Offensive
Australia,"$2,315,143.27 ",554,Counter-Strike: Global Offensive
Norway,"$1,844,898.40 ",267,Counter-Strike: Global Offensive
Slovakia,"$1,688,122.58 ",87,Counter-Strike: Global Offensive
Turkey,"$1,674,321.03 ",223,Counter-Strike: Global Offensive
Bosnia and Herzegovina,"$1,369,681.17 ",25,Counter-Strike: Global Offensive
United Kingdom,"$1,330,004.10 ",531,Counter-Strike: Global Offensive
Estonia,"$984,937.93 ",114,Counter-Strike: Global Offensive
Spain,"$965,222.25 ",251,Counter-Strike: Global Offensive
Netherlands,"$935,506.90 ",157,Counter-Strike: Global Offensive
Belgium,"$850,541.01 ",115,Counter-Strike: Global Offensive
South Africa,"$824,613.71 ",238,Counter-Strike: Global Offensive
Czech Republic,"$813,588.05 ",115,Counter-Strike: Global Offensive
Serbia,"$719,444.70 ",89,Counter-Strike: Global Offensive
Latvia,"$714,922.08 ",137,Counter-Strike: Global Offensive
Portugal,"$691,059.64 ",229,Counter-Strike: Global Offensive
Lithuania,"$545,948.21 ",131,Counter-Strike: Global Offensive
Mongolia,"$530,067.07 ",88,Counter-Strike: Global Offensive
Argentina,"$476,528.56 ",169,Counter-Strike: Global Offensive
"Korea, Republic of","$466,252.32 ",171,Counter-Strike: Global Offensive
Thailand,"$435,230.85 ",123,Counter-Strike: Global Offensive
Saudi Arabia,"$400,020.39 ",13,Counter-Strike: Global Offensive
Indonesia,"$361,486.50 ",75,Counter-Strike: Global Offensive
Hungary,"$342,703.37 ",135,Counter-Strike: Global Offensive
New Zealand,"$330,094.78 ",50,Counter-Strike: Global Offensive
Uzbekistan,"$329,260.34 ",21,Counter-Strike: Global Offensive
Romania,"$298,840.33 ",132,Counter-Strike: Global Offensive
India,"$293,395.24 ",200,Counter-Strike: Global Offensive
Singapore,"$274,233.52 ",111,Counter-Strike: Global Offensive
Jordan,"$255,113.14 ",21,Counter-Strike: Global Offensive
Israel,"$245,113.44 ",61,Counter-Strike: Global Offensive
Belarus,"$228,515.05 ",89,Counter-Strike: Global Offensive
Malaysia,"$227,195.05 ",118,Counter-Strike: Global Offensive
Mexico,"$191,016.06 ",44,Counter-Strike: Global Offensive
Switzerland,"$190,469.56 ",73,Counter-Strike: Global Offensive
Montenegro,"$185,940.56 ",3,Counter-Strike: Global Offensive
Hong Kong,"$152,012.53 ",72,Counter-Strike: Global Offensive
"Kosovo, Republic of","$135,293.13 ",18,Counter-Strike: Global Offensive
North Macedonia,"$133,348.97 ",33,Counter-Strike: Global Offensive
Japan,"$124,809.25 ",82,Counter-Strike: Global Offensive
Philippines,"$107,877.46 ",97,Counter-Strike: Global Offensive
United Arab Emirates,"$101,451.64 ",45,Counter-Strike: Global Offensive
Syrian Arab Republic,"$85,688.54 ",12,Counter-Strike: Global Offensive
Viet Nam,"$82,784.68 ",114,Counter-Strike: Global Offensive
Uruguay,"$78,709.16 ",13,Counter-Strike: Global Offensive
Austria,"$73,079.43 ",84,Counter-Strike: Global Offensive
Chile,"$52,033.88 ",101,Counter-Strike: Global Offensive
Iraq,"$49,021.43 ",15,Counter-Strike: Global Offensive
Iceland,"$46,374.23 ",65,Counter-Strike: Global Offensive
Pakistan,"$45,801.78 ",51,Counter-Strike: Global Offensive
Colombia,"$44,740.68 ",30,Counter-Strike: Global Offensive
"Taiwan, Republic of China","$44,547.60 ",58,Counter-Strike: Global Offensive
Azerbaijan,"$43,443.62 ",25,Counter-Strike: Global Offensive
Italy,"$42,681.56 ",66,Counter-Strike: Global Offensive
Algeria,"$41,458.56 ",25,Counter-Strike: Global Offensive
Lebanon,"$39,585.16 ",33,Counter-Strike: Global Offensive
Ireland,"$38,155.18 ",32,Counter-Strike: Global Offensive
Guatemala,"$32,664.29 ",11,Counter-Strike: Global Offensive
Peru,"$30,706.49 ",102,Counter-Strike: Global Offensive
Tunisia,"$29,796.40 ",22,Counter-Strike: Global Offensive
"Iran, Islamic Republic of","$26,659.13 ",54,Counter-Strike: Global Offensive
Albania,"$25,554.74 ",19,Counter-Strike: Global Offensive
Greece,"$22,717.72 ",52,Counter-Strike: Global Offensive
Croatia,"$20,504.28 ",24,Counter-Strike: Global Offensive
Morocco,"$19,788.90 ",18,Counter-Strike: Global Offensive
Kuwait,"$18,752.49 ",23,Counter-Strike: Global Offensive
Malta,"$16,156.94 ",58,Counter-Strike: Global Offensive
Slovenia,"$14,543.78 ",31,Counter-Strike: Global Offensive
Kyrgyzstan,"$13,965.32 ",11,Counter-Strike: Global Offensive
Venezuela,"$9,379.87 ",32,Counter-Strike: Global Offensive
Faroe Islands,"$9,261.06 ",22,Counter-Strike: Global Offensive
Luxembourg,"$9,212.13 ",2,Counter-Strike: Global Offensive
Georgia,"$9,090.89 ",38,Counter-Strike: Global Offensive
Myanmar,"$5,673.97 ",38,Counter-Strike: Global Offensive
Mauritius,"$5,185.71 ",6,Counter-Strike: Global Offensive
Cambodia,"$4,000.00 ",43,Counter-Strike: Global Offensive
Brunei Darussalam,"$3,959.50 ",39,Counter-Strike: Global Offensive
Sri Lanka,"$3,507.45 ",11,Counter-Strike: Global Offensive
"Moldova, Republic of","$2,826.46 ",14,Counter-Strike: Global Offensive
Lao People's Democratic Republic,"$2,207.99 ",23,Counter-Strike: Global Offensive
Cuba,"$1,433.57 ",2,Counter-Strike: Global Offensive
Bangladesh,"$1,081.56 ",8,Counter-Strike: Global Offensive
Qatar,"$1,000.00 ",1,Counter-Strike: Global Offensive
Ecuador,$969.49 ,3,Counter-Strike: Global Offensive
Afghanistan,$830.54 ,2,Counter-Strike: Global Offensive
"Palestinian Territory, Occupied",$821.32 ,2,Counter-Strike: Global Offensive
Bahrain,$766.67 ,1,Counter-Strike: Global Offensive
Armenia,$730.00 ,1,Counter-Strike: Global Offensive
Paraguay,$687.19 ,4,Counter-Strike: Global Offensive
Dominican Republic,$250.67 ,2,Counter-Strike: Global Offensive
Panama,$173.14 ,4,Counter-Strike: Global Offensive
Costa Rica,$150.00 ,1,Counter-Strike: Global Offensive
Cyprus,$123.33 ,1,Counter-Strike: Global Offensive
New Caledonia,$112.97 ,1,Counter-Strike: Global Offensive
Egypt,$108.92 ,1,Counter-Strike: Global Offensive
Maldives,$101.54 ,1,Counter-Strike: Global Offensive
Jersey,$60.00 ,1,Counter-Strike: Global Offensive
Saint Martin,$50.00 ,1,Counter-Strike: Global Offensive
Bolivia,$20.00 ,1,Counter-Strike: Global Offensive
United States,"$37,628,345.19 ",2103,Fortnite
France,"$6,066,787.78 ",569,Fortnite
United Kingdom,"$5,309,235.12 ",313,Fortnite
Canada,"$4,229,274.46 ",160,Fortnite
Denmark,"$3,571,979.80 ",190,Fortnite
Sweden,"$3,342,570.14 ",187,Fortnite
Germany,"$3,256,607.49 ",281,Fortnite
Netherlands,"$2,998,812.87 ",113,Fortnite
Austria,"$2,959,314.34 ",25,Fortnite
Norway,"$2,853,392.54 ",96,Fortnite
Poland,"$2,390,418.87 ",161,Fortnite
Russian Federation,"$2,330,701.51 ",188,Fortnite
Australia,"$2,257,237.20 ",391,Fortnite
Brazil,"$1,960,027.18 ",269,Fortnite
Argentina,"$1,529,002.03 ",113,Fortnite
Switzerland,"$1,476,667.03 ",42,Fortnite
Japan,"$1,435,158.80 ",332,Fortnite
Slovenia,"$1,163,711.19 ",15,Fortnite
Belgium,"$859,241.73 ",40,Fortnite
"Korea, Republic of","$839,830.20 ",84,Fortnite
Spain,"$781,238.89 ",120,Fortnite
Lithuania,"$773,061.26 ",11,Fortnite
Slovakia,"$693,795.00 ",9,Fortnite
New Zealand,"$602,099.80 ",36,Fortnite
Finland,"$561,740.00 ",72,Fortnite
Turkey,"$495,728.24 ",38,Fortnite
China,"$468,466.44 ",98,Fortnite
Ukraine,"$392,105.07 ",41,Fortnite
Latvia,"$319,087.84 ",7,Fortnite
Italy,"$312,368.69 ",116,Fortnite
Czech Republic,"$235,595.00 ",30,Fortnite
Saudi Arabia,"$214,470.00 ",74,Fortnite
Belarus,"$213,678.74 ",3,Fortnite
Ireland,"$164,127.48 ",27,Fortnite
Mexico,"$152,145.25 ",9,Fortnite
Croatia,"$137,580.00 ",5,Fortnite
Portugal,"$135,186.33 ",11,Fortnite
Dominican Republic,"$96,825.00 ",5,Fortnite
Indonesia,"$92,250.00 ",18,Fortnite
Israel,"$78,250.00 ",20,Fortnite
Philippines,"$76,001.40 ",11,Fortnite
Bosnia and Herzegovina,"$73,338.05 ",4,Fortnite
United Arab Emirates,"$62,677.42 ",19,Fortnite
Greece,"$59,225.00 ",8,Fortnite
Georgia,"$56,266.67 ",1,Fortnite
Hungary,"$49,650.00 ",13,Fortnite
Colombia,"$48,020.70 ",7,Fortnite
Serbia,"$38,990.00 ",8,Fortnite
Luxembourg,"$33,758.20 ",3,Fortnite
Chile,"$33,175.00 ",25,Fortnite
Viet Nam,"$32,200.00 ",6,Fortnite
Singapore,"$27,565.00 ",11,Fortnite
"Palestinian Territory, Occupied","$24,350.00 ",3,Fortnite
Panama,"$23,225.00 ",1,Fortnite
Oman,"$20,770.00 ",3,Fortnite
Peru,"$20,634.11 ",4,Fortnite
Bahrain,"$19,800.00 ",4,Fortnite
Romania,"$19,750.00 ",16,Fortnite
Costa Rica,"$15,175.00 ",1,Fortnite
Syrian Arab Republic,"$14,850.00 ",8,Fortnite
Malta,"$14,728.19 ",32,Fortnite
Iceland,"$13,400.00 ",3,Fortnite
Algeria,"$13,375.00 ",2,Fortnite
Puerto Rico,"$13,250.00 ",1,Fortnite
Estonia,"$11,330.00 ",3,Fortnite
Albania,"$10,650.00 ",2,Fortnite
Jordan,"$10,100.00 ",6,Fortnite
Kuwait,"$9,050.00 ",5,Fortnite
Greenland,"$9,025.00 ",2,Fortnite
Pakistan,"$8,880.00 ",12,Fortnite
Thailand,"$8,300.00 ",5,Fortnite
Morocco,"$7,525.00 ",1,Fortnite
Lebanon,"$4,815.00 ",2,Fortnite
Iraq,"$4,510.00 ",3,Fortnite
Qatar,"$4,500.00 ",7,Fortnite
Malaysia,"$4,000.00 ",5,Fortnite
Uruguay,"$4,000.00 ",7,Fortnite
Paraguay,"$3,650.00 ",6,Fortnite
Egypt,"$3,050.00 ",2,Fortnite
North Macedonia,"$2,700.00 ",1,Fortnite
India,"$2,260.00 ",7,Fortnite
Tunisia,"$2,250.00 ",3,Fortnite
Sri Lanka,$900.00 ,1,Fortnite
Senegal,$750.00 ,1,Fortnite
Jamaica,$650.00 ,1,Fortnite
Brunei Darussalam,$444.00 ,2,Fortnite
Bulgaria,$358.00 ,3,Fortnite
"Iran, Islamic Republic of",$200.00 ,1,Fortnite
"Korea, Republic of","$30,850,196.27 ",842,League of Legends
China,"$16,888,189.40 ",497,League of Legends
"Taiwan, Republic of China","$5,038,800.70 ",205,League of Legends
United States,"$4,252,288.44 ",505,League of Legends
Denmark,"$3,491,352.15 ",259,League of Legends
Poland,"$2,314,593.66 ",389,League of Legends
Germany,"$2,102,793.39 ",522,League of Legends
France,"$1,953,991.03 ",395,League of Legends
Canada,"$1,739,189.42 ",191,League of Legends
Viet Nam,"$1,562,025.16 ",259,League of Legends
Russian Federation,"$1,460,858.81 ",148,League of Legends
Sweden,"$1,328,124.80 ",214,League of Legends
Brazil,"$1,302,651.14 ",284,League of Legends
Spain,"$991,400.41 ",211,League of Legends
Hong Kong,"$956,308.47 ",90,League of Legends
Belgium,"$765,696.39 ",86,League of Legends
Netherlands,"$758,564.66 ",224,League of Legends
Turkey,"$740,529.05 ",132,League of Legends
United Kingdom,"$704,908.07 ",183,League of Legends
Australia,"$651,942.02 ",100,League of Legends
Czech Republic,"$637,939.00 ",146,League of Legends
Croatia,"$615,139.78 ",36,League of Legends
Bulgaria,"$520,621.07 ",61,League of Legends
Japan,"$489,669.05 ",49,League of Legends
Ukraine,"$447,877.59 ",57,League of Legends
Philippines,"$444,677.51 ",101,League of Legends
Slovenia,"$422,986.61 ",28,League of Legends
Saudi Arabia,"$400,970.41 ",17,League of Legends
Greece,"$393,894.83 ",192,League of Legends
Thailand,"$385,234.02 ",80,League of Legends
Romania,"$362,059.71 ",84,League of Legends
Singapore,"$337,912.55 ",101,League of Legends
Chile,"$322,989.57 ",63,League of Legends
Norway,"$301,336.04 ",87,League of Legends
Argentina,"$297,464.29 ",53,League of Legends
Finland,"$290,130.12 ",115,League of Legends
Mexico,"$256,136.50 ",43,League of Legends
Portugal,"$209,260.03 ",145,League of Legends
Lithuania,"$203,382.13 ",85,League of Legends
Hungary,"$199,000.16 ",85,League of Legends
Malaysia,"$191,792.27 ",64,League of Legends
Estonia,"$152,899.85 ",33,League of Legends
Serbia,"$148,357.70 ",54,League of Legends
Armenia,"$148,218.34 ",1,League of Legends
Tunisia,"$146,203.06 ",13,League of Legends
Lebanon,"$145,712.55 ",4,League of Legends
Italy,"$133,050.27 ",59,League of Legends
Austria,"$128,815.84 ",66,League of Legends
Peru,"$120,264.54 ",11,League of Legends
Jordan,"$115,225.12 ",12,League of Legends
Egypt,"$103,551.01 ",18,League of Legends
Slovakia,"$99,328.20 ",45,League of Legends
New Zealand,"$86,504.83 ",9,League of Legends
Uruguay,"$73,075.04 ",8,League of Legends
Venezuela,"$58,211.85 ",11,League of Legends
Belarus,"$51,817.38 ",2,League of Legends
Indonesia,"$51,732.08 ",28,League of Legends
Switzerland,"$50,742.45 ",45,League of Legends
Latvia,"$47,029.61 ",37,League of Legends
Colombia,"$33,893.45 ",30,League of Legends
Costa Rica,"$29,136.58 ",30,League of Legends
United Arab Emirates,"$28,120.00 ",8,League of Legends
Macao,"$21,098.98 ",8,League of Legends
Morocco,"$19,530.54 ",15,League of Legends
Algeria,"$18,524.33 ",4,League of Legends
Iraq,"$16,657.14 ",1,League of Legends
"Iran, Islamic Republic of","$14,838.56 ",1,League of Legends
Puerto Rico,"$14,413.39 ",10,League of Legends
"Moldova, Republic of","$13,480.69 ",2,League of Legends
Israel,"$12,507.03 ",15,League of Legends
Malta,"$12,347.90 ",83,League of Legends
Kazakhstan,"$8,844.81 ",19,League of Legends
Ecuador,"$8,618.51 ",2,League of Legends
Kuwait,"$7,105.32 ",3,League of Legends
North Macedonia,"$6,571.91 ",8,League of Legends
Afghanistan,"$6,428.43 ",1,League of Legends
Dominican Republic,"$5,848.25 ",10,League of Legends
Syrian Arab Republic,"$5,603.95 ",2,League of Legends
Pakistan,"$5,000.00 ",5,League of Legends
Panama,"$4,673.37 ",8,League of Legends
Luxembourg,"$4,612.63 ",2,League of Legends
Albania,"$4,457.95 ",9,League of Legends
Iceland,"$4,154.78 ",14,League of Legends
El Salvador,"$3,628.13 ",7,League of Legends
South Africa,"$3,601.59 ",21,League of Legends
Bolivia,"$3,230.69 ",1,League of Legends
"Palestinian Territory, Occupied","$3,000.00 ",2,League of Legends
Guatemala,"$2,025.06 ",4,League of Legends
India,"$1,804.60 ",5,League of Legends
Nicaragua,"$1,223.96 ",2,League of Legends
Trinidad and Tobago,"$1,216.26 ",2,League of Legends
Ireland,$770.80 ,6,League of Legends
Paraguay,$600.00 ,1,League of Legends
Bosnia and Herzegovina,$522.12 ,4,League of Legends
Montenegro,$503.58 ,6,League of Legends
Bangladesh,$500.00 ,5,League of Legends
Georgia,$483.90 ,6,League of Legends
Lao People's Democratic Republic,$478.33 ,1,League of Legends
Andorra,$139.71 ,1,League of Legends
Aruba,$104.17 ,1,League of Legends
Jamaica,$104.17 ,1,League of Legends
Cyprus,$45.85 ,1,League of Legends
Faroe Islands,$11.55 ,1,League of Legends
China,"$36,182,217.50 ",474,Arena of Valor
Thailand,"$3,888,993.01 ",142,Arena of Valor
"Taiwan, Republic of China","$2,672,870.77 ",99,Arena of Valor
Viet Nam,"$2,098,011.77 ",111,Arena of Valor
"Korea, Republic of","$1,187,764.72 ",62,Arena of Valor
Hong Kong,"$373,080.22 ",17,Arena of Valor
Macao,"$306,119.41 ",14,Arena of Valor
Indonesia,"$232,545.13 ",32,Arena of Valor
Malaysia,"$182,817.92 ",19,Arena of Valor
United States,"$169,766.44 ",23,Arena of Valor
France,"$49,999.98 ",6,Arena of Valor
Germany,"$39,337.83 ",10,Arena of Valor
Brazil,"$31,000.00 ",9,Arena of Valor
Spain,"$29,004.50 ",12,Arena of Valor
Italy,"$26,658.83 ",12,Arena of Valor
Canada,"$19,200.00 ",2,Arena of Valor
Japan,"$17,085.74 ",10,Arena of Valor
Singapore,"$16,625.00 ",7,Arena of Valor
Russian Federation,"$11,333.33 ",1,Arena of Valor
Romania,"$10,333.33 ",1,Arena of Valor
Turkey,"$10,000.00 ",5,Arena of Valor
Netherlands,"$7,333.33 ",2,Arena of Valor
Ukraine,"$5,021.33 ",1,Arena of Valor
Philippines,"$4,775.00 ",5,Arena of Valor
Switzerland,"$4,000.00 ",1,Arena of Valor
Uruguay,"$4,000.00 ",1,Arena of Valor
United Kingdom,"$2,500.00 ",5,Arena of Valor
Sweden,"$2,500.00 ",5,Arena of Valor
"Iran, Islamic Republic of","$2,000.00 ",1,Arena of Valor
India,"$1,000.00 ",5,Arena of Valor
China,"$10,940,438.98 ",476,PLAYERUNKNOWN’S BATTLEGROUNDS
"Korea, Republic of","$9,345,461.20 ",383,PLAYERUNKNOWN’S BATTLEGROUNDS
United States,"$5,075,047.29 ",353,PLAYERUNKNOWN’S BATTLEGROUNDS
Russian Federation,"$2,195,266.71 ",118,PLAYERUNKNOWN’S BATTLEGROUNDS
Finland,"$1,876,992.97 ",41,PLAYERUNKNOWN’S BATTLEGROUNDS
Thailand,"$1,507,976.65 ",162,PLAYERUNKNOWN’S BATTLEGROUNDS
Australia,"$1,260,592.01 ",95,PLAYERUNKNOWN’S BATTLEGROUNDS
Canada,"$1,001,425.53 ",33,PLAYERUNKNOWN’S BATTLEGROUNDS
Viet Nam,"$956,563.65 ",153,PLAYERUNKNOWN’S BATTLEGROUNDS
Norway,"$814,676.32 ",41,PLAYERUNKNOWN’S BATTLEGROUNDS
Turkey,"$775,689.64 ",68,PLAYERUNKNOWN’S BATTLEGROUNDS
United Kingdom,"$724,516.95 ",43,PLAYERUNKNOWN’S BATTLEGROUNDS
Denmark,"$709,477.64 ",40,PLAYERUNKNOWN’S BATTLEGROUNDS
"Taiwan, Republic of China","$682,741.82 ",127,PLAYERUNKNOWN’S BATTLEGROUNDS
Sweden,"$673,030.88 ",34,PLAYERUNKNOWN’S BATTLEGROUNDS
Japan,"$636,474.99 ",158,PLAYERUNKNOWN’S BATTLEGROUNDS
Brazil,"$509,138.14 ",145,PLAYERUNKNOWN’S BATTLEGROUNDS
Ukraine,"$459,736.87 ",16,PLAYERUNKNOWN’S BATTLEGROUNDS
Germany,"$400,492.39 ",121,PLAYERUNKNOWN’S BATTLEGROUNDS
Argentina,"$388,465.42 ",24,PLAYERUNKNOWN’S BATTLEGROUNDS
France,"$371,974.10 ",67,PLAYERUNKNOWN’S BATTLEGROUNDS
Netherlands,"$346,743.47 ",11,PLAYERUNKNOWN’S BATTLEGROUNDS
Philippines,"$327,554.40 ",52,PLAYERUNKNOWN’S BATTLEGROUNDS
Hong Kong,"$167,491.86 ",32,PLAYERUNKNOWN’S BATTLEGROUNDS
Indonesia,"$163,430.00 ",55,PLAYERUNKNOWN’S BATTLEGROUNDS
Ireland,"$147,726.51 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Uruguay,"$139,649.65 ",3,PLAYERUNKNOWN’S BATTLEGROUNDS
Spain,"$127,316.45 ",18,PLAYERUNKNOWN’S BATTLEGROUNDS
Gibraltar,"$126,204.51 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Cuba,"$124,829.24 ",3,PLAYERUNKNOWN’S BATTLEGROUNDS
Lithuania,"$123,828.02 ",4,PLAYERUNKNOWN’S BATTLEGROUNDS
Czech Republic,"$114,083.86 ",26,PLAYERUNKNOWN’S BATTLEGROUNDS
Belgium,"$93,354.02 ",8,PLAYERUNKNOWN’S BATTLEGROUNDS
Poland,"$87,032.92 ",17,PLAYERUNKNOWN’S BATTLEGROUNDS
New Zealand,"$68,772.58 ",14,PLAYERUNKNOWN’S BATTLEGROUNDS
Georgia,"$66,483.78 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Kazakhstan,"$55,787.00 ",9,PLAYERUNKNOWN’S BATTLEGROUNDS
Chile,"$50,046.91 ",12,PLAYERUNKNOWN’S BATTLEGROUNDS
Croatia,"$46,353.18 ",12,PLAYERUNKNOWN’S BATTLEGROUNDS
Albania,"$42,855.94 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Serbia,"$38,457.68 ",4,PLAYERUNKNOWN’S BATTLEGROUNDS
Tunisia,"$37,686.25 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Italy,"$35,623.97 ",10,PLAYERUNKNOWN’S BATTLEGROUNDS
Malaysia,"$31,763.76 ",36,PLAYERUNKNOWN’S BATTLEGROUNDS
Puerto Rico,"$29,718.44 ",1,PLAYERUNKNOWN’S BATTLEGROUNDS
Venezuela,"$23,719.69 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
Austria,"$22,122.82 ",11,PLAYERUNKNOWN’S BATTLEGROUNDS
Switzerland,"$21,295.86 ",7,PLAYERUNKNOWN’S BATTLEGROUNDS
Macao,"$18,430.14 ",3,PLAYERUNKNOWN’S BATTLEGROUNDS
Singapore,"$15,126.29 ",11,PLAYERUNKNOWN’S BATTLEGROUNDS
"Moldova, Republic of","$14,428.75 ",3,PLAYERUNKNOWN’S BATTLEGROUNDS
Portugal,"$11,666.85 ",7,PLAYERUNKNOWN’S BATTLEGROUNDS
Hungary,"$11,428.48 ",12,PLAYERUNKNOWN’S BATTLEGROUNDS
Greece,"$11,087.50 ",5,PLAYERUNKNOWN’S BATTLEGROUNDS
Bosnia and Herzegovina,"$9,708.33 ",5,PLAYERUNKNOWN’S BATTLEGROUNDS
Iceland,"$7,419.25 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
Slovakia,"$6,802.03 ",4,PLAYERUNKNOWN’S BATTLEGROUNDS
Romania,"$6,450.00 ",8,PLAYERUNKNOWN’S BATTLEGROUNDS
Estonia,"$5,319.32 ",2,PLAYERUNKNOWN’S BATTLEGROUNDS
Belarus,"$4,874.50 ",4,PLAYERUNKNOWN’S BATTLEGROUNDS
